Municipio;año;Cultivo;Subregion;Latitud;Longitud;Altitud (msnm);Temp, Promedio (°C);Precipitación (mm/año);Produccion_toneladas;Clasificacion;Relieve Predominante
Guacarí;2022;Vid;Centro;3,76;-76,33;980;24;1100;2440;Valle;Plano
La Victoria;2016;Plátano;Norte;4,52;-76,04;915;25;1100;2440;Valle;Plano
Alcalá;2003;Plátano;Norte;4,67;-75,89;1290;21;2100;2442;Ladera;Montañoso
Toro;2001;Guayaba;Norte;4,61;-76,08;950;24;1200;2442;Ladera;Montañoso
Toro;2002;Guayaba;Norte;4,61;-76,08;950;24;1200;2442;Ladera;Montañoso
Bolivar;2013;Melón;Norte;4,34;-76,18;978;24;1100;3444;Ladera;Montañoso
Yotoco;2008;Plátano;Centro;3,86;-76,39;972;24;1250;2448;Ladera;Montañoso
Versalles;2000;Plátano;Norte;4,58;-76,2;1864;17;2400;2450;Ladera;Montañoso
Versalles;2001;Plátano;Norte;4,58;-76,2;1864;17;2400;2450;Ladera;Montañoso
Roldanillo;2017;Piña;Norte;4,41;-76,15;966;24;1150;2460;Ladera;Montañoso
Vijes;2011;Papaya;Sur;3,71;-76,43;987;24;1100;2470;Ladera;Montañoso
Roldanillo;2013;Melón;Norte;4,41;-76,15;966;24;1150;3503;Ladera;Montañoso
Bolivar;2012;Guayaba;Norte;4,34;-76,18;978;24;1100;2475;Ladera;Montañoso
Ginebra;2002;Vid;Sur;3,73;-76,27;1100;23;1300;2475;Ladera;Montañoso
Vijes;2002;Piña;Sur;3,71;-76,43;987;24;1100;2475;Ladera;Montañoso
Yumbo;2009;Papaya;Sur;3,58;-76,49;995;25;1050;2477;Valle;Plano
Versalles;2003;Plátano;Norte;4,58;-76,2;1864;17;2400;2478;Ladera;Montañoso
Bolivar;2011;Piña;Norte;4,34;-76,18;978;24;1100;2480;Ladera;Montañoso
Bolivar;2012;Piña;Norte;4,34;-76,18;978;24;1100;2480;Ladera;Montañoso
Argelia;2007;Banano;Norte;4,48;-76,11;1560;20;2200;2484;Ladera;Montañoso
Buga;2021;Banano;Centro;3,9;-76,3;969;24;1050;2489;Valle;Plano
Florida;2014;Cítricos;Sur;3,32;-76,23;1038;23;1500;2490;Ladera;Montañoso
Guacarí;2018;Maracuyá;Centro;3,76;-76,33;980;24;1100;2490;Valle;Plano
Trujillo;2014;Melón;Centro;4,22;-76,33;1260;21;2100;140;Ladera;Montañoso
Palmira;2001;Plátano;Sur;3,54;-76,3;1001;24;1150;2496;Valle;Plano
Tuluá;2005;Cítricos;Centro;4,08;-76,19;960;24;1200;2500;Valle;Plano
Alcalá;2022;Piña;Norte;4,67;-75,89;1290;21;2100;2507,4;Ladera;Montañoso
Zarzal;2019;Cítricos;Norte;4,39;-76,07;916;25;1150;2514;Valle;Plano
Guacarí;2019;Maracuyá;Centro;3,76;-76,33;980;24;1100;2520;Valle;Plano
Versalles;2007;Plátano;Norte;4,58;-76,2;1864;17;2400;2520;Ladera;Montañoso
Yotoco;2017;Piña;Centro;3,86;-76,39;972;24;1250;2520;Ladera;Montañoso
Trujillo;2008;Banano;Centro;4,22;-76,33;1260;21;2100;2528;Ladera;Montañoso
El Cerrito;2001;Vid;Sur;3,68;-76,31;987;24;1150;2534;Valle;Plano
El Cerrito;2002;Vid;Sur;3,68;-76,31;987;24;1150;2534;Valle;Plano
Toro;2004;Vid;Norte;4,61;-76,08;950;24;1200;2535;Ladera;Montañoso
Calima Darién;2022;Lulo;Centro;3,89;-76,49;1485;18;2300;2539,9;Ladera;Montañoso
Alcalá;2016;Banano;Norte;4,67;-75,89;1290;21;2100;2540;Ladera;Montañoso
Ulloa;2020;Plátano;Norte;4,7;-75,84;1350;21;2100;2545;Ladera;Montañoso
Ulloa;2021;Plátano;Norte;4,7;-75,84;1350;21;2100;2545;Ladera;Montañoso
Ulloa;2022;Plátano;Norte;4,7;-75,84;1350;21;2100;2545,2;Ladera;Montañoso
Ulloa;2011;Banano;Norte;4,7;-75,84;1350;21;2100;2548;Ladera;Montañoso
Cartago;2022;Plátano;Norte;4,75;-75,91;917;25;1300;2550;Valle;Plano
Guacarí;2020;Maracuyá;Centro;3,76;-76,33;980;24;1100;2550;Valle;Plano
Palmira;2006;Plátano;Sur;3,54;-76,3;1001;24;1150;2550;Valle;Plano
Roldanillo;2020;Banano;Norte;4,41;-76,15;966;24;1150;2550;Ladera;Montañoso
Trujillo;2000;Mora;Centro;4,22;-76,33;1260;21;2100;2550;Ladera;Montañoso
Bolivar;2003;Granadilla;Norte;4,34;-76,18;978;24;1100;2551;Ladera;Montañoso
Bugalagrande;2001;Plátano;Centro;4,21;-76,16;950;25;1150;2552;Valle;Plano
Florida;2003;Plátano;Sur;3,32;-76,23;1038;23;1500;2553;Ladera;Montañoso
Zarzal;2018;Cítricos;Norte;4,39;-76,07;916;25;1150;2559;Valle;Plano
Bugalagrande;2007;Plátano;Centro;4,21;-76,16;950;25;1150;2560;Valle;Plano
Florida;2021;Banano;Sur;3,32;-76,23;1038;23;1500;2560;Ladera;Montañoso
La Unión;2019;Guayaba;Norte;4,53;-76,1;975;24;1100;2570;Ladera;Montañoso
Obando;2000;Banano;Norte;4,58;-75,97;917;25;1200;2580;Valle;Plano
Versalles;2020;Plátano;Norte;4,58;-76,2;1864;17;2400;2588;Ladera;Montañoso
Zarzal;2010;Maracuyá;Norte;4,39;-76,07;916;25;1150;2590;Valle;Plano
Argelia;2022;Banano;Norte;4,48;-76,11;1560;20;2200;2592;Ladera;Montañoso
Palmira;2000;Plátano;Sur;3,54;-76,3;1001;24;1150;2592;Valle;Plano
Bolivar;2020;Aguacate Hass;Norte;4,34;-76,18;978;24;1100;2595;Ladera;Montañoso
El Aguila;2003;Plátano;Norte;4,91;-76,04;1800;17;2600;2604;Ladera;Montañoso
Caicedonia;2021;Mandarina;Centro;4,33;-75,83;1100;22;2100;2605,92;Ladera;Montañoso
Ginebra;2021;Vid;Sur;3,73;-76,27;1100;23;1300;2610,4;Ladera;Montañoso
Alcalá;2021;Aguacate;Norte;4,67;-75,89;1290;21;2100;2616,85;Ladera;Montañoso
Bugalagrande;2005;Plátano;Centro;4,21;-76,16;950;25;1150;2624;Valle;Plano
Tuluá;2007;Banano;Centro;4,08;-76,19;960;24;1200;2624;Valle;Plano
La Unión;2010;Maracuyá;Norte;4,53;-76,1;975;24;1100;2626;Ladera;Montañoso
Caicedonia;2012;Aguacate;Centro;4,33;-75,83;1100;22;2100;2628;Ladera;Montañoso
Alcalá;2017;Banano;Norte;4,67;-75,89;1290;21;2100;2629,2;Ladera;Montañoso
La Unión;2016;Guayaba;Norte;4,53;-76,1;975;24;1100;2631;Ladera;Montañoso
Alcalá;2008;Plátano;Norte;4,67;-75,89;1290;21;2100;2633;Ladera;Montañoso
Guacarí;2004;Plátano;Centro;3,76;-76,33;980;24;1100;2639;Valle;Plano
Argelia;2019;Aguacate;Norte;4,48;-76,11;1560;20;2200;2640;Ladera;Montañoso
El Dovio;2020;Lulo;Norte;4,51;-76,24;1434;20;2400;2644;Ladera;Montañoso
La Unión;2017;Guayaba;Norte;4,53;-76,1;975;24;1100;2653,6;Ladera;Montañoso
La Unión;2018;Guayaba;Norte;4,53;-76,1;975;24;1100;2653,6;Ladera;Montañoso
La Unión;2020;Guayaba;Norte;4,53;-76,1;975;24;1100;2654;Ladera;Montañoso
Ulloa;2016;Plátano;Norte;4,7;-75,84;1350;21;2100;2655;Ladera;Montañoso
Florida;2022;Banano;Sur;3,32;-76,23;1038;23;1500;2657,34;Ladera;Montañoso
Roldanillo;2016;Maracuyá;Norte;4,41;-76,15;966;24;1150;2660;Ladera;Montañoso
Toro;2000;Guayaba;Norte;4,61;-76,08;950;24;1200;2664;Ladera;Montañoso
Toro;2020;Guayaba;Norte;4,61;-76,08;950;24;1200;2664;Ladera;Montañoso
Toro;2021;Guayaba;Norte;4,61;-76,08;950;24;1200;2664;Ladera;Montañoso
Toro;2022;Guayaba;Norte;4,61;-76,08;950;24;1200;2664;Ladera;Montañoso
Sevilla;2021;Aguacate Hass;Centro;4,26;-75,93;1612;19;2200;2668,8;Ladera;Montañoso
Tuluá;2008;Maracuyá;Centro;4,08;-76,19;960;24;1200;2675;Valle;Plano
Bolivar;2015;Lulo;Norte;4,34;-76,18;978;24;1100;2680;Ladera;Montañoso
El Aguila;2002;Plátano;Norte;4,91;-76,04;1800;17;2600;2683;Ladera;Montañoso
Alcalá;2012;Cítricos;Norte;4,67;-75,89;1290;21;2100;2688;Ladera;Montañoso
Zarzal;2020;Cítricos;Norte;4,39;-76,07;916;25;1150;2694;Valle;Plano
Bolivar;2018;Lulo;Norte;4,34;-76,18;978;24;1100;2700;Ladera;Montañoso
Caicedonia;2000;Banano;Centro;4,33;-75,83;1100;22;2100;2700;Ladera;Montañoso
Obando;2008;Plátano;Norte;4,58;-75,97;917;25;1200;2700;Valle;Plano
Obando;2009;Plátano;Norte;4,58;-75,97;917;25;1200;2700;Valle;Plano
Obando;2021;Banano;Norte;4,58;-75,97;917;25;1200;2700;Valle;Plano
Toro;2000;Vid;Norte;4,61;-76,08;950;24;1200;2700;Ladera;Montañoso
Vijes;2001;Piña;Sur;3,71;-76,43;987;24;1100;2700;Ladera;Montañoso
Cartago;2022;Mandarina;Norte;4,75;-75,91;917;25;1300;2707,6;Valle;Plano
El Aguila;2001;Plátano;Norte;4,91;-76,04;1800;17;2600;2720;Ladera;Montañoso
Florida;2017;Banano;Sur;3,32;-76,23;1038;23;1500;2720;Ladera;Montañoso
Florida;2018;Cítricos;Sur;3,32;-76,23;1038;23;1500;2725;Ladera;Montañoso
Buga;2019;Piña;Centro;3,9;-76,3;969;24;1050;2730;Valle;Plano
Yotoco;2006;Aguacate;Centro;3,86;-76,39;972;24;1250;2730;Ladera;Montañoso
Yumbo;2014;Melón;Sur;3,58;-76,49;995;25;1050;320;Valle;Plano
El Cerrito;2004;Vid;Sur;3,68;-76,31;987;24;1150;2736;Valle;Plano
Buga;2009;Plátano;Centro;3,9;-76,3;969;24;1050;2737;Valle;Plano
Bolivar;2003;Piña;Norte;4,34;-76,18;978;24;1100;2738;Ladera;Montañoso
Florida;2018;Banano;Sur;3,32;-76,23;1038;23;1500;2740;Ladera;Montañoso
Alcalá;2005;Plátano;Norte;4,67;-75,89;1290;21;2100;2745;Ladera;Montañoso
Sevilla;2022;Mandarina;Centro;4,26;-75,93;1612;19;2200;2746,48;Ladera;Montañoso
Alcalá;2014;Plátano;Norte;4,67;-75,89;1290;21;2100;2750;Ladera;Montañoso
Caicedonia;2012;Piña;Centro;4,33;-75,83;1100;22;2100;2750;Ladera;Montañoso
Toro;2007;Maracuyá;Norte;4,61;-76,08;950;24;1200;2750;Ladera;Montañoso
Florida;2010;Banano;Sur;3,32;-76,23;1038;23;1500;2754;Ladera;Montañoso
Florida;2011;Banano;Sur;3,32;-76,23;1038;23;1500;2754;Ladera;Montañoso
Florida;2012;Banano;Sur;3,32;-76,23;1038;23;1500;2754;Ladera;Montañoso
El Cerrito;2006;Vid;Sur;3,68;-76,31;987;24;1150;2760;Valle;Plano
Florida;2019;Banano;Sur;3,32;-76,23;1038;23;1500;2760;Ladera;Montañoso
Florida;2020;Banano;Sur;3,32;-76,23;1038;23;1500;2760;Ladera;Montañoso
La Cumbre;2001;Piña;Sur;3,64;-76,56;1550;19;2100;2760;Ladera;Montañoso
Versalles;2012;Plátano;Norte;4,58;-76,2;1864;17;2400;2760;Ladera;Montañoso
Toro;2013;Vid;Norte;4,61;-76,08;950;24;1200;2761;Ladera;Montañoso
Alcalá;2018;Piña;Norte;4,67;-75,89;1290;21;2100;2772,4;Ladera;Montañoso
Toro;2014;Vid;Norte;4,61;-76,08;950;24;1200;2773;Ladera;Montañoso
Bolivar;2014;Lulo;Norte;4,34;-76,18;978;24;1100;2780;Ladera;Montañoso
Bolivar;2016;Lulo;Norte;4,34;-76,18;978;24;1100;2780;Ladera;Montañoso
Yumbo;2010;Papaya;Sur;3,58;-76,49;995;25;1050;2784;Valle;Plano
Yumbo;2011;Papaya;Sur;3,58;-76,49;995;25;1050;2784;Valle;Plano
Alcalá;2020;Aguacate;Norte;4,67;-75,89;1290;21;2100;2787,1;Ladera;Montañoso
La Unión;2000;Vid;Norte;4,53;-76,1;975;24;1100;2788,8;Ladera;Montañoso
Florida;2009;Cítricos;Sur;3,32;-76,23;1038;23;1500;2790;Ladera;Montañoso
Argelia;2020;Aguacate;Norte;4,48;-76,11;1560;20;2200;2790,4;Ladera;Montañoso
Bolivar;2000;Piña;Norte;4,34;-76,18;978;24;1100;2800;Ladera;Montañoso
Bolivar;2013;Piña;Norte;4,34;-76,18;978;24;1100;2800;Ladera;Montañoso
Bolivar;2017;Lulo;Norte;4,34;-76,18;978;24;1100;2800;Ladera;Montañoso
Bolivar;2019;Lulo;Norte;4,34;-76,18;978;24;1100;2800;Ladera;Montañoso
El Aguila;2005;Plátano;Norte;4,91;-76,04;1800;17;2600;2800;Ladera;Montañoso
Ulloa;2013;Banano;Norte;4,7;-75,84;1350;21;2100;2800;Ladera;Montañoso
Calima Darién;2001;Aguacate;Centro;3,89;-76,49;1485;18;2300;2805;Ladera;Montañoso
La Unión;2003;Guayaba;Norte;4,53;-76,1;975;24;1100;2811;Ladera;Montañoso
Buga;2022;Banano;Centro;3,9;-76,3;969;24;1050;2820;Valle;Plano
Florida;2016;Cítricos;Sur;3,32;-76,23;1038;23;1500;2820;Ladera;Montañoso
Obando;2022;Banano;Norte;4,58;-75,97;917;25;1200;2820;Valle;Plano
La Unión;2001;Maracuyá;Norte;4,53;-76,1;975;24;1100;2824;Ladera;Montañoso
Buenaventura;2002;Borojó;Pacifico;3,88;-77,03;7;27;7000;2828;Costa;Costero
Toro;2008;Plátano;Norte;4,61;-76,08;950;24;1200;2830;Ladera;Montañoso
Toro;2009;Plátano;Norte;4,61;-76,08;950;24;1200;2830;Ladera;Montañoso
Ansermanuevo;2008;Plátano;Norte;4,79;-76;1030;23;1600;2831;Ladera;Montañoso
Calima Darién;2008;Aguacate;Centro;3,89;-76,49;1485;18;2300;2835;Ladera;Montañoso
Toro;2003;Vid;Norte;4,61;-76,08;950;24;1200;2836;Ladera;Montañoso
Roldanillo;2022;Papaya;Norte;4,41;-76,15;966;24;1150;2842;Ladera;Montañoso
Ginebra;2017;Banano;Sur;3,73;-76,27;1100;23;1300;2844;Ladera;Montañoso
Florida;2017;Cítricos;Sur;3,32;-76,23;1038;23;1500;2850;Ladera;Montañoso
Yotoco;2012;Papaya;Centro;3,86;-76,39;972;24;1250;2850;Ladera;Montañoso
Ulloa;2018;Plátano;Norte;4,7;-75,84;1350;21;2100;2852;Ladera;Montañoso
Florida;2015;Plátano;Sur;3,32;-76,23;1038;23;1500;2856;Ladera;Montañoso
Restrepo;2002;Plátano;Centro;3,82;-76,52;1400;20;1600;2856;Ladera;Montañoso
Toro;2010;Plátano;Norte;4,61;-76,08;950;24;1200;2860;Ladera;Montañoso
Alcalá;2019;Piña;Norte;4,67;-75,89;1290;21;2100;2868;Ladera;Montañoso
Caicedonia;2013;Aguacate;Centro;4,33;-75,83;1100;22;2100;2868;Ladera;Montañoso
La Cumbre;2004;Piña;Sur;3,64;-76,56;1550;19;2100;2872;Ladera;Montañoso
La Cumbre;2005;Piña;Sur;3,64;-76,56;1550;19;2100;2872;Ladera;Montañoso
La Cumbre;2006;Piña;Sur;3,64;-76,56;1550;19;2100;2872;Ladera;Montañoso
La Unión;2004;Maracuyá;Norte;4,53;-76,1;975;24;1100;2874;Ladera;Montañoso
Argelia;2015;Banano;Norte;4,48;-76,11;1560;20;2200;2875;Ladera;Montañoso
Restrepo;2004;Plátano;Centro;3,82;-76,52;1400;20;1600;2879;Ladera;Montañoso
Dagua;2017;Maracuyá;Sur;3,66;-76,69;828;24;2200;2880;Ladera;Montañoso
El Aguila;2006;Plátano;Norte;4,91;-76,04;1800;17;2600;2880;Ladera;Montañoso
El Aguila;2007;Plátano;Norte;4,91;-76,04;1800;17;2600;2880;Ladera;Montañoso
Toro;2009;Guanábana;Norte;4,61;-76,08;950;24;1200;2880;Ladera;Montañoso
Zarzal;2004;Cítricos;Norte;4,39;-76,07;916;25;1150;2883;Valle;Plano
Versalles;2019;Plátano;Norte;4,58;-76,2;1864;17;2400;2888;Ladera;Montañoso
Vijes;2003;Piña;Sur;3,71;-76,43;987;24;1100;2904;Ladera;Montañoso
Alcalá;2001;Plátano;Norte;4,67;-75,89;1290;21;2100;2907;Ladera;Montañoso
Buga;2001;Tomate de Árbol;Centro;3,9;-76,3;969;24;1050;2907;Valle;Plano
Yumbo;2021;Papaya;Sur;3,58;-76,49;995;25;1050;2911;Valle;Plano
Zarzal;2014;Melón;Norte;4,39;-76,07;916;25;1150;1218;Valle;Plano
Restrepo;2008;Plátano;Centro;3,82;-76,52;1400;20;1600;2915;Ladera;Montañoso
Buenaventura;2003;Borojó;Pacifico;3,88;-77,03;7;27;7000;2916;Costa;Costero
Argelia;2000;Plátano;Norte;4,48;-76,11;1560;20;2200;2925;Ladera;Montañoso
Argelia;2001;Plátano;Norte;4,48;-76,11;1560;20;2200;2925;Ladera;Montañoso
Bugalagrande;2002;Plátano;Centro;4,21;-76,16;950;25;1150;2927;Valle;Plano
Ginebra;2018;Banano;Sur;3,73;-76,27;1100;23;1300;2934;Ladera;Montañoso
Andalucia;2009;Cítricos;Centro;4,17;-76,16;985;24;1100;2938;Valle;Plano
Alcalá;2021;Piña;Norte;4,67;-75,89;1290;21;2100;2939,86;Ladera;Montañoso
Bolivar;2000;Granadilla;Norte;4,34;-76,18;978;24;1100;2940;Ladera;Montañoso
Bolivar;2002;Granadilla;Norte;4,34;-76,18;978;24;1100;2940;Ladera;Montañoso
Toro;2014;Melón;Norte;4,61;-76,08;950;24;1200;1900;Ladera;Montañoso
Roldanillo;2014;Melón;Norte;4,41;-76,15;966;24;1150;3311;Ladera;Montañoso
La Victoria;2017;Cítricos;Norte;4,52;-76,04;915;25;1100;2940;Valle;Plano
Dagua;2009;Plátano;Sur;3,66;-76,69;828;24;2200;2945;Ladera;Montañoso
Obando;2010;Plátano;Norte;4,58;-75,97;917;25;1200;2949;Valle;Plano
Toro;2015;Vid;Norte;4,61;-76,08;950;24;1200;2950;Ladera;Montañoso
Caicedonia;2022;Aguacate;Centro;4,33;-75,83;1100;22;2100;2951,2;Ladera;Montañoso
Cartago;2016;Cítricos;Norte;4,75;-75,91;917;25;1300;2952;Valle;Plano
Ginebra;2019;Banano;Sur;3,73;-76,27;1100;23;1300;2952;Ladera;Montañoso
Calima Darién;2002;Aguacate;Centro;3,89;-76,49;1485;18;2300;2955;Ladera;Montañoso
Bolivar;2004;Piña;Norte;4,34;-76,18;978;24;1100;2960;Ladera;Montañoso
Bolivar;2014;Melón;Norte;4,34;-76,18;978;24;1100;3570;Ladera;Montañoso
La Unión;2014;Melón;Norte;4,53;-76,1;975;24;1100;4219;Ladera;Montañoso
La Unión;2015;Guayaba;Norte;4,53;-76,1;975;24;1100;2969;Ladera;Montañoso
Calima Darién;2007;Aguacate;Centro;3,89;-76,49;1485;18;2300;2970;Ladera;Montañoso
Alcalá;2013;Cítricos;Norte;4,67;-75,89;1290;21;2100;2976;Ladera;Montañoso
Alcalá;2014;Cítricos;Norte;4,67;-75,89;1290;21;2100;2976;Ladera;Montañoso
La Cumbre;2021;Plátano;Sur;3,64;-76,56;1550;19;2100;2977;Ladera;Montañoso
Dagua;2018;Cítricos;Sur;3,66;-76,69;828;24;2200;2980;Ladera;Montañoso
Toro;2012;Plátano;Norte;4,61;-76,08;950;24;1200;2980;Ladera;Montañoso
La Cumbre;2022;Plátano;Sur;3,64;-76,56;1550;19;2100;2984,8;Ladera;Montañoso
Trujillo;2021;Banano;Centro;4,22;-76,33;1260;21;2100;2985;Ladera;Montañoso
Toro;2011;Plátano;Norte;4,61;-76,08;950;24;1200;2990;Ladera;Montañoso
Bolivar;2009;Guayaba;Norte;4,34;-76,18;978;24;1100;3000;Ladera;Montañoso
Bolivar;2010;Guayaba;Norte;4,34;-76,18;978;24;1100;3000;Ladera;Montañoso
Buenaventura;2006;Bananito;Pacifico;3,88;-77,03;7;27;7000;3000;Costa;Costero
Guacarí;2006;Vid;Centro;3,76;-76,33;980;24;1100;3000;Valle;Plano
Guacarí;2007;Vid;Centro;3,76;-76,33;980;24;1100;3000;Valle;Plano
Toro;2005;Vid;Norte;4,61;-76,08;950;24;1200;3000;Ladera;Montañoso
Yotoco;2010;Papaya;Centro;3,86;-76,39;972;24;1250;3000;Ladera;Montañoso
Yotoco;2011;Papaya;Centro;3,86;-76,39;972;24;1250;3000;Ladera;Montañoso
Restrepo;2009;Plátano;Centro;3,82;-76,52;1400;20;1600;3003;Ladera;Montañoso
Bolivar;2018;Banano;Norte;4,34;-76,18;978;24;1100;3009;Ladera;Montañoso
Roldanillo;2014;Piña;Norte;4,41;-76,15;966;24;1150;3010;Ladera;Montañoso
Trujillo;2015;Melón;Centro;4,22;-76,33;1260;21;2100;125;Ladera;Montañoso
Caicedonia;2010;Aguacate;Centro;4,33;-75,83;1100;22;2100;3015;Ladera;Montañoso
Caicedonia;2011;Aguacate;Centro;4,33;-75,83;1100;22;2100;3015;Ladera;Montañoso
Riofrío;2000;Banano;Centro;4,16;-76,29;965;24;1300;3024;Ladera;Montañoso
Roldanillo;2018;Papaya;Norte;4,41;-76,15;966;24;1150;3024;Ladera;Montañoso
La Victoria;2015;Melón;Norte;4,52;-76,04;915;25;1100;150;Valle;Plano
Calima Darién;2003;Aguacate;Centro;3,89;-76,49;1485;18;2300;3035;Ladera;Montañoso
Restrepo;2001;Plátano;Centro;3,82;-76,52;1400;20;1600;3036;Ladera;Montañoso
Bolivar;2022;Lulo;Norte;4,34;-76,18;978;24;1100;3040;Ladera;Montañoso
Andalucia;2021;Naranja;Centro;4,17;-76,16;985;24;1100;3041,84;Valle;Plano
Toro;2011;Guanábana;Norte;4,61;-76,08;950;24;1200;3042;Ladera;Montañoso
Florida;2005;Plátano;Sur;3,32;-76,23;1038;23;1500;3053;Ladera;Montañoso
Bolivar;2008;Guayaba;Norte;4,34;-76,18;978;24;1100;3060;Ladera;Montañoso
Florida;2015;Banano;Sur;3,32;-76,23;1038;23;1500;3060;Ladera;Montañoso
La Unión;2021;Guayaba;Norte;4,53;-76,1;975;24;1100;3060;Ladera;Montañoso
La Unión;2022;Guayaba;Norte;4,53;-76,1;975;24;1100;3060;Ladera;Montañoso
Toro;2008;Guanábana;Norte;4,61;-76,08;950;24;1200;3060;Ladera;Montañoso
Toro;2010;Guanábana;Norte;4,61;-76,08;950;24;1200;3060;Ladera;Montañoso
Calima Darién;2004;Aguacate;Centro;3,89;-76,49;1485;18;2300;3065;Ladera;Montañoso
Bolivar;2021;Lulo;Norte;4,34;-76,18;978;24;1100;3070;Ladera;Montañoso
Guacarí;2005;Vid;Centro;3,76;-76,33;980;24;1100;3078;Valle;Plano
Guacarí;2012;Vid;Centro;3,76;-76,33;980;24;1100;3080;Valle;Plano
Jamundí;2000;Cítricos;Sur;3,26;-76,54;975;24;1550;3080;Valle;Plano
Vijes;2012;Plátano;Sur;3,71;-76,43;987;24;1100;3080;Ladera;Montañoso
Alcalá;2020;Piña;Norte;4,67;-75,89;1290;21;2100;3083,5;Ladera;Montañoso
Caicedonia;2014;Aguacate;Centro;4,33;-75,83;1100;22;2100;3084;Ladera;Montañoso
Yumbo;2015;Melón;Sur;3,58;-76,49;995;25;1050;200;Valle;Plano
Calima Darién;2005;Aguacate;Centro;3,89;-76,49;1485;18;2300;3090;Ladera;Montañoso
Calima Darién;2006;Aguacate;Centro;3,89;-76,49;1485;18;2300;3090;Ladera;Montañoso
Restrepo;2005;Plátano;Centro;3,82;-76,52;1400;20;1600;3090;Ladera;Montañoso
Restrepo;2010;Plátano;Centro;3,82;-76,52;1400;20;1600;3091;Ladera;Montañoso
Ulloa;2019;Banano;Norte;4,7;-75,84;1350;21;2100;3114,8;Ladera;Montañoso
Obando;2011;Plátano;Norte;4,58;-75,97;917;25;1200;3116;Valle;Plano
Florida;2007;Plátano;Sur;3,32;-76,23;1038;23;1500;3120;Ladera;Montañoso
Buga;2001;Piña;Centro;3,9;-76,3;969;24;1050;3135;Valle;Plano
Florida;2004;Plátano;Sur;3,32;-76,23;1038;23;1500;3135;Ladera;Montañoso
Obando;2000;Plátano;Norte;4,58;-75,97;917;25;1200;3146;Valle;Plano
Zarzal;2015;Melón;Norte;4,39;-76,07;916;25;1150;1050;Valle;Plano
Restrepo;2006;Plátano;Centro;3,82;-76,52;1400;20;1600;3150;Ladera;Montañoso
Toro;2012;Papaya;Norte;4,61;-76,08;950;24;1200;3150;Ladera;Montañoso
Restrepo;2000;Plátano;Centro;3,82;-76,52;1400;20;1600;3156;Ladera;Montañoso
El Cerrito;2019;Vid;Sur;3,68;-76,31;987;24;1150;3168;Valle;Plano
El Cerrito;2020;Vid;Sur;3,68;-76,31;987;24;1150;3168;Valle;Plano
El Cerrito;2021;Vid;Sur;3,68;-76,31;987;24;1150;3168;Valle;Plano
Restrepo;2007;Plátano;Centro;3,82;-76,52;1400;20;1600;3180;Ladera;Montañoso
Roldanillo;2011;Maracuyá;Norte;4,41;-76,15;966;24;1150;3188;Ladera;Montañoso
La Cumbre;2007;Piña;Sur;3,64;-76,56;1550;19;2100;3200;Ladera;Montañoso
La Cumbre;2008;Piña;Sur;3,64;-76,56;1550;19;2100;3200;Ladera;Montañoso
Bugalagrande;2000;Plátano;Centro;4,21;-76,16;950;25;1150;3206;Valle;Plano
Ulloa;2020;Banano;Norte;4,7;-75,84;1350;21;2100;3219;Ladera;Montañoso
Guacarí;2017;Papaya;Centro;3,76;-76,33;980;24;1100;3220;Valle;Plano
Versalles;2009;Plátano;Norte;4,58;-76,2;1864;17;2400;3220;Ladera;Montañoso
Restrepo;2011;Plátano;Centro;3,82;-76,52;1400;20;1600;3229;Ladera;Montañoso
Sevilla;2003;Banano;Centro;4,26;-75,93;1612;19;2200;3239;Ladera;Montañoso
Bugalagrande;2004;Plátano;Centro;4,21;-76,16;950;25;1150;3240;Valle;Plano
Caicedonia;2004;Aguacate;Centro;4,33;-75,83;1100;22;2100;3240;Ladera;Montañoso
Florida;2018;Plátano;Sur;3,32;-76,23;1038;23;1500;3240;Ladera;Montañoso
Calima Darién;2021;Plátano;Centro;3,89;-76,49;1485;18;2300;3243;Ladera;Montañoso
Trujillo;2022;Aguacate Hass;Centro;4,22;-76,33;1260;21;2100;3244;Ladera;Montañoso
Bugalagrande;2003;Plátano;Centro;4,21;-76,16;950;25;1150;3247;Valle;Plano
Bolivar;2005;Plátano;Norte;4,34;-76,18;978;24;1100;3250;Ladera;Montañoso
Florida;2019;Plátano;Sur;3,32;-76,23;1038;23;1500;3252;Ladera;Montañoso
Florida;2020;Plátano;Sur;3,32;-76,23;1038;23;1500;3252;Ladera;Montañoso
Buenaventura;2005;Borojó;Pacifico;3,88;-77,03;7;27;7000;3254;Costa;Costero
Calima Darién;2021;Lulo;Centro;3,89;-76,49;1485;18;2300;3270,52;Ladera;Montañoso
Florida;2016;Plátano;Sur;3,32;-76,23;1038;23;1500;3276;Ladera;Montañoso
Versalles;2013;Plátano;Norte;4,58;-76,2;1864;17;2400;3280;Ladera;Montañoso
Caicedonia;2001;Aguacate;Centro;4,33;-75,83;1100;22;2100;3288;Ladera;Montañoso
Caicedonia;2002;Aguacate;Centro;4,33;-75,83;1100;22;2100;3288;Ladera;Montañoso
Caicedonia;2015;Aguacate;Centro;4,33;-75,83;1100;22;2100;3300;Ladera;Montañoso
Roldanillo;2015;Melón;Norte;4,41;-76,15;966;24;1150;1338;Ladera;Montañoso
Zarzal;2010;Papaya;Norte;4,39;-76,07;916;25;1150;3300;Valle;Plano
