Municipio;año;Cultivo;Subregion;Latitud;Longitud;Altitud (msnm);Temp, Promedio (°C);Precipitación (mm/año);Produccion_toneladas;Clasificacion;Relieve Predominante
La Unión;2021;Limón;Norte;4,53;-76,1;975;24;1100;0,02;Ladera;Montañoso
El Cairo;2018;Guayaba;Norte;4,76;-76,22;1850;17;2800;0,18;Ladera;Montañoso
El Cairo;2021;Mora;Norte;4,76;-76,22;1850;17;2800;0,5;Ladera;Montañoso
Calima Darién;2022;Uchuva;Centro;3,89;-76,49;1485;18;2300;0,6;Ladera;Montañoso
Roldanillo;2022;Fresa;Norte;4,41;-76,15;966;24;1150;0,6;Ladera;Montañoso
Calima Darién;2021;Uchuva;Centro;3,89;-76,49;1485;18;2300;0,62;Ladera;Montañoso
El Cairo;2022;Mora;Norte;4,76;-76,22;1850;17;2800;0,8;Ladera;Montañoso
Ansermanuevo;2011;Cítricos;Norte;4,79;-76;1030;23;1600;1;Ladera;Montañoso
Buenaventura;2021;Piña;Pacifico;3,88;-77,03;7;27;7000;1;Costa;Costero
Buga;2013;Brevo;Centro;3,9;-76,3;969;24;1050;1;Valle;Plano
Buga;2014;Brevo;Centro;3,9;-76,3;969;24;1050;1;Valle;Plano
Buga;2015;Brevo;Centro;3,9;-76,3;969;24;1050;1;Valle;Plano
La Cumbre;2004;Mora;Sur;3,64;-76,56;1550;19;2100;1;Ladera;Montañoso
La Cumbre;2005;Mora;Sur;3,64;-76,56;1550;19;2100;1;Ladera;Montañoso
Versalles;2013;Fresa;Norte;4,58;-76,2;1864;17;2400;1;Ladera;Montañoso
Yotoco;2012;Curuba;Centro;3,86;-76,39;972;24;1250;1;Ladera;Montañoso
Roldanillo;2022;Mango;Norte;4,41;-76,15;966;24;1150;1,4;Ladera;Montañoso
Argelia;2014;Fresa;Norte;4,48;-76,11;1560;20;2200;1,5;Ladera;Montañoso
El Aguila;2018;Fresa;Norte;4,91;-76,04;1800;17;2600;1,6;Ladera;Montañoso
El Aguila;2019;Fresa;Norte;4,91;-76,04;1800;17;2600;1,6;Ladera;Montañoso
Alcalá;2000;Morera;Norte;4,67;-75,89;1290;21;2100;2;Ladera;Montañoso
Ansermanuevo;2016;Guayaba;Norte;4,79;-76;1030;23;1600;2;Ladera;Montañoso
Argelia;2013;Fresa;Norte;4,48;-76,11;1560;20;2200;2;Ladera;Montañoso
Buga;2000;Fresa;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2001;Fresa;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2002;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2002;Fresa;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2005;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2006;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2007;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2008;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2008;Vid;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2009;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2010;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2011;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2011;Vid;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2012;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2012;Vid;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2016;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
Buga;2017;Brevo;Centro;3,9;-76,3;969;24;1050;2;Valle;Plano
El Cairo;2020;Mora;Norte;4,76;-76,22;1850;17;2800;2;Ladera;Montañoso
El Dovio;2005;Fresa;Norte;4,51;-76,24;1434;20;2400;2;Ladera;Montañoso
Jamundí;2020;Arazá;Sur;3,26;-76,54;975;24;1550;2;Valle;Plano
Jamundí;2021;Arazá;Sur;3,26;-76,54;975;24;1550;2;Valle;Plano
Jamundí;2022;Arazá;Sur;3,26;-76,54;975;24;1550;2;Valle;Plano
Versalles;2001;Curuba;Norte;4,58;-76,2;1864;17;2400;2;Ladera;Montañoso
Versalles;2012;Aguacate;Norte;4,58;-76,2;1864;17;2400;2;Ladera;Montañoso
Versalles;2018;Fresa;Norte;4,58;-76,2;1864;17;2400;2;Ladera;Montañoso
Versalles;2019;Fresa;Norte;4,58;-76,2;1864;17;2400;2;Ladera;Montañoso
Yumbo;2012;Pitaya;Sur;3,58;-76,49;995;25;1050;2;Valle;Plano
Yumbo;2016;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;2;Valle;Plano
Jamundí;2018;Arazá;Sur;3,26;-76,54;975;24;1550;2,1;Valle;Plano
Jamundí;2019;Arazá;Sur;3,26;-76,54;975;24;1550;2,1;Valle;Plano
Jamundí;2016;Arazá;Sur;3,26;-76,54;975;24;1550;2,4;Valle;Plano
Jamundí;2017;Arazá;Sur;3,26;-76,54;975;24;1550;2,4;Valle;Plano
Yumbo;2017;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;2,5;Valle;Plano
Zarzal;2020;Guanábana;Norte;4,39;-76,07;916;25;1150;2,5;Valle;Plano
Zarzal;2021;Guanábana;Norte;4,39;-76,07;916;25;1150;2,5;Valle;Plano
Zarzal;2022;Guanábana;Norte;4,39;-76,07;916;25;1150;2,5;Valle;Plano
Ansermanuevo;2010;Cítricos;Norte;4,79;-76;1030;23;1600;3;Ladera;Montañoso
Ansermanuevo;2017;Guayaba;Norte;4,79;-76;1030;23;1600;3;Ladera;Montañoso
Ansermanuevo;2018;Mora;Norte;4,79;-76;1030;23;1600;3;Ladera;Montañoso
Ansermanuevo;2019;Mora;Norte;4,79;-76;1030;23;1600;3;Ladera;Montañoso
Argelia;2015;Fresa;Norte;4,48;-76,11;1560;20;2200;3;Ladera;Montañoso
Buga;2001;Brevo;Centro;3,9;-76,3;969;24;1050;3;Valle;Plano
Buga;2005;Vid;Centro;3,9;-76,3;969;24;1050;3;Valle;Plano
Buga;2006;Vid;Centro;3,9;-76,3;969;24;1050;3;Valle;Plano
Buga;2007;Vid;Centro;3,9;-76,3;969;24;1050;3;Valle;Plano
Buga;2009;Vid;Centro;3,9;-76,3;969;24;1050;3;Valle;Plano
Buga;2010;Vid;Centro;3,9;-76,3;969;24;1050;3;Valle;Plano
El Dovio;2001;Mora;Norte;4,51;-76,24;1434;20;2400;3;Ladera;Montañoso
El Dovio;2005;Guayaba;Norte;4,51;-76,24;1434;20;2400;3;Ladera;Montañoso
El Dovio;2008;Mora;Norte;4,51;-76,24;1434;20;2400;3;Ladera;Montañoso
Obando;2020;Guanábana;Norte;4,58;-75,97;917;25;1200;3;Valle;Plano
Yotoco;2011;Pitaya;Centro;3,86;-76,39;972;24;1250;3;Ladera;Montañoso
Yumbo;2007;Pitaya;Sur;3,58;-76,49;995;25;1050;3;Valle;Plano
Yumbo;2012;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;3;Valle;Plano
Yumbo;2020;Mora;Sur;3,58;-76,49;995;25;1050;3;Valle;Plano
Yumbo;2021;Mora;Sur;3,58;-76,49;995;25;1050;3;Valle;Plano
Yumbo;2022;Mora;Sur;3,58;-76,49;995;25;1050;3;Valle;Plano
El Aguila;2021;Mandarina;Norte;4,91;-76,04;1800;17;2600;3,32;Ladera;Montañoso
Argelia;2021;Limón;Norte;4,48;-76,11;1560;20;2200;3,37;Ladera;Montañoso
Riofrío;2022;Pitaya;Centro;4,16;-76,29;965;24;1300;3,5;Ladera;Montañoso
La Unión;2022;Piña;Norte;4,53;-76,1;975;24;1100;3,6;Ladera;Montañoso
Yumbo;2021;Pitaya;Sur;3,58;-76,49;995;25;1050;3,6;Valle;Plano
Riofrío;2021;Pitaya;Centro;4,16;-76,29;965;24;1300;3,75;Ladera;Montañoso
Roldanillo;2022;Pitaya;Norte;4,41;-76,15;966;24;1150;3,84;Ladera;Montañoso
Toro;2021;Limón;Norte;4,61;-76,08;950;24;1200;3,95;Ladera;Montañoso
Ansermanuevo;2000;Tomate de Árbol;Norte;4,79;-76;1030;23;1600;3,96;Ladera;Montañoso
Ansermanuevo;2001;Tomate de Árbol;Norte;4,79;-76;1030;23;1600;4;Ladera;Montañoso
Ansermanuevo;2012;Guayaba;Norte;4,79;-76;1030;23;1600;4;Ladera;Montañoso
Ansermanuevo;2013;Guayaba;Norte;4,79;-76;1030;23;1600;4;Ladera;Montañoso
Ansermanuevo;2014;Guayaba;Norte;4,79;-76;1030;23;1600;4;Ladera;Montañoso
Ansermanuevo;2015;Guayaba;Norte;4,79;-76;1030;23;1600;4;Ladera;Montañoso
Ansermanuevo;2016;Mora;Norte;4,79;-76;1030;23;1600;4;Ladera;Montañoso
Buga;2000;Brevo;Centro;3,9;-76,3;969;24;1050;4;Valle;Plano
Buga;2001;Vid;Centro;3,9;-76,3;969;24;1050;4;Valle;Plano
Buga;2002;Vid;Centro;3,9;-76,3;969;24;1050;4;Valle;Plano
Buga;2019;Guayaba;Centro;3,9;-76,3;969;24;1050;4;Valle;Plano
Cali;2007;Fresa;Sur;3,45;-76,53;995;24;1450;4;Valle;Plano
Cartago;2015;Lulo;Norte;4,75;-75,91;917;25;1300;4;Valle;Plano
El Aguila;2002;Curuba;Norte;4,91;-76,04;1800;17;2600;4;Ladera;Montañoso
El Aguila;2021;Limón;Norte;4,91;-76,04;1800;17;2600;4;Ladera;Montañoso
El Cairo;2010;Mora;Norte;4,76;-76,22;1850;17;2800;4;Ladera;Montañoso
El Cairo;2018;Fresa;Norte;4,76;-76,22;1850;17;2800;4;Ladera;Montañoso
Ginebra;2012;Tomate de Árbol;Sur;3,73;-76,27;1100;23;1300;4;Ladera;Montañoso
Jamundí;2014;Aguacate;Sur;3,26;-76,54;975;24;1550;4;Valle;Plano
La Cumbre;2001;Mora;Sur;3,64;-76,56;1550;19;2100;4;Ladera;Montañoso
Roldanillo;2009;Mora;Norte;4,41;-76,15;966;24;1150;4;Ladera;Montañoso
Versalles;2001;Mora;Norte;4,58;-76,2;1864;17;2400;4;Ladera;Montañoso
Versalles;2012;Fresa;Norte;4,58;-76,2;1864;17;2400;4;Ladera;Montañoso
Yumbo;2008;Pitaya;Sur;3,58;-76,49;995;25;1050;4;Valle;Plano
Yumbo;2009;Mora;Sur;3,58;-76,49;995;25;1050;4;Valle;Plano
Yumbo;2009;Pitaya;Sur;3,58;-76,49;995;25;1050;4;Valle;Plano
Yumbo;2010;Mora;Sur;3,58;-76,49;995;25;1050;4;Valle;Plano
Yumbo;2010;Pitaya;Sur;3,58;-76,49;995;25;1050;4;Valle;Plano
Yumbo;2011;Pitaya;Sur;3,58;-76,49;995;25;1050;4;Valle;Plano
Roldanillo;2021;Fresa;Norte;4,41;-76,15;966;24;1150;4,3;Ladera;Montañoso
Buga;2000;Vid;Centro;3,9;-76,3;969;24;1050;4,5;Valle;Plano
Florida;2022;Fresa;Sur;3,32;-76,23;1038;23;1500;4,75;Ladera;Montañoso
Jamundí;2014;Arazá;Sur;3,26;-76,54;975;24;1550;4,8;Valle;Plano
Jamundí;2015;Arazá;Sur;3,26;-76,54;975;24;1550;4,8;Valle;Plano
Ansermanuevo;2004;Mora;Norte;4,79;-76;1030;23;1600;5;Ladera;Montañoso
Buga;2013;Lulo;Centro;3,9;-76,3;969;24;1050;5;Valle;Plano
Buga;2013;Vid;Centro;3,9;-76,3;969;24;1050;5;Valle;Plano
Buga;2014;Vid;Centro;3,9;-76,3;969;24;1050;5;Valle;Plano
El Aguila;2000;Morera;Norte;4,91;-76,04;1800;17;2600;5;Ladera;Montañoso
El Aguila;2003;Curuba;Norte;4,91;-76,04;1800;17;2600;5;Ladera;Montañoso
El Aguila;2018;Durazno;Norte;4,91;-76,04;1800;17;2600;5;Ladera;Montañoso
El Cairo;2001;Papaya;Norte;4,76;-76,22;1850;17;2800;5;Ladera;Montañoso
El Cairo;2017;Fresa;Norte;4,76;-76,22;1850;17;2800;5;Ladera;Montañoso
El Cairo;2018;Mora;Norte;4,76;-76,22;1850;17;2800;5;Ladera;Montañoso
El Cairo;2020;Fresa;Norte;4,76;-76,22;1850;17;2800;5;Ladera;Montañoso
El Dovio;2006;Guayaba;Norte;4,51;-76,24;1434;20;2400;5;Ladera;Montañoso
El Dovio;2008;Maracuyá;Norte;4,51;-76,24;1434;20;2400;5;Ladera;Montañoso
El Dovio;2011;Maracuyá;Norte;4,51;-76,24;1434;20;2400;5;Ladera;Montañoso
Florida;2017;Pitaya;Sur;3,32;-76,23;1038;23;1500;5;Ladera;Montañoso
Florida;2018;Pitaya;Sur;3,32;-76,23;1038;23;1500;5;Ladera;Montañoso
Florida;2019;Pitaya;Sur;3,32;-76,23;1038;23;1500;5;Ladera;Montañoso
Florida;2020;Pitaya;Sur;3,32;-76,23;1038;23;1500;5;Ladera;Montañoso
Florida;2021;Fresa;Sur;3,32;-76,23;1038;23;1500;5;Ladera;Montañoso
Ginebra;2001;Granadilla;Sur;3,73;-76,27;1100;23;1300;5;Ladera;Montañoso
Jamundí;2022;Zapote;Sur;3,26;-76,54;975;24;1550;5;Valle;Plano
La Victoria;2000;Melón;Norte;4,52;-76,04;915;25;1100;320;Valle;Plano
Obando;2007;Guanábana;Norte;4,58;-75,97;917;25;1200;5;Valle;Plano
Toro;2013;Banano;Norte;4,61;-76,08;950;24;1200;5;Ladera;Montañoso
Ulloa;2002;Guayaba;Norte;4,7;-75,84;1350;21;2100;5;Ladera;Montañoso
Ulloa;2003;Guayaba;Norte;4,7;-75,84;1350;21;2100;5;Ladera;Montañoso
Ulloa;2004;Guayaba;Norte;4,7;-75,84;1350;21;2100;5;Ladera;Montañoso
Ulloa;2018;Macadamia;Norte;4,7;-75,84;1350;21;2100;5;Ladera;Montañoso
Versalles;2002;Curuba;Norte;4,58;-76,2;1864;17;2400;5;Ladera;Montañoso
Yotoco;2012;Pitaya;Centro;3,86;-76,39;972;24;1250;5;Ladera;Montañoso
Yumbo;2007;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;5;Valle;Plano
Yumbo;2011;Mora;Sur;3,58;-76,49;995;25;1050;5;Valle;Plano
Yumbo;2012;Zapote;Sur;3,58;-76,49;995;25;1050;5;Valle;Plano
Yumbo;2013;Zapote;Sur;3,58;-76,49;995;25;1050;5;Valle;Plano
Yumbo;2014;Zapote;Sur;3,58;-76,49;995;25;1050;5;Valle;Plano
Yumbo;2015;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;5;Valle;Plano
Yumbo;2017;Mora;Sur;3,58;-76,49;995;25;1050;5;Valle;Plano
Palmira;2019;Mora;Sur;3,54;-76,3;1001;24;1150;5,5;Valle;Plano
Florida;2022;Pitaya;Sur;3,32;-76,23;1038;23;1500;5,64;Ladera;Montañoso
Obando;2022;Limón;Norte;4,58;-75,97;917;25;1200;5,76;Valle;Plano
Trujillo;2022;Guanábana;Centro;4,22;-76,33;1260;21;2100;5,88;Ladera;Montañoso
Andalucia;2000;Vid;Centro;4,17;-76,16;985;24;1100;6;Valle;Plano
Andalucia;2001;Vid;Centro;4,17;-76,16;985;24;1100;6;Valle;Plano
Andalucia;2002;Vid;Centro;4,17;-76,16;985;24;1100;6;Valle;Plano
Buga;2004;Pitaya;Centro;3,9;-76,3;969;24;1050;6;Valle;Plano
Buga;2013;Curuba;Centro;3,9;-76,3;969;24;1050;6;Valle;Plano
Cali;2013;Lulo;Sur;3,45;-76,53;995;24;1450;6;Valle;Plano
Cartago;2011;Lulo;Norte;4,75;-75,91;917;25;1300;6;Valle;Plano
El Cairo;2007;Lulo;Norte;4,76;-76,22;1850;17;2800;6;Ladera;Montañoso
El Dovio;2006;Mora;Norte;4,51;-76,24;1434;20;2400;6;Ladera;Montañoso
El Dovio;2007;Mora;Norte;4,51;-76,24;1434;20;2400;6;Ladera;Montañoso
El Dovio;2009;Mora;Norte;4,51;-76,24;1434;20;2400;6;Ladera;Montañoso
Florida;2021;Pitaya;Sur;3,32;-76,23;1038;23;1500;6;Ladera;Montañoso
Jamundí;2001;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;6;Valle;Plano
Jamundí;2002;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;6;Valle;Plano
Jamundí;2004;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;6;Valle;Plano
La Unión;2000;Brevo;Norte;4,53;-76,1;975;24;1100;6;Ladera;Montañoso
Palmira;2000;Brevo;Sur;3,54;-76,3;1001;24;1150;6;Valle;Plano
Palmira;2001;Brevo;Sur;3,54;-76,3;1001;24;1150;6;Valle;Plano
Palmira;2020;Mora;Sur;3,54;-76,3;1001;24;1150;6;Valle;Plano
Roldanillo;2001;Mora;Norte;4,41;-76,15;966;24;1150;6;Ladera;Montañoso
Roldanillo;2009;Tomate de Árbol;Norte;4,41;-76,15;966;24;1150;6;Ladera;Montañoso
Roldanillo;2012;Mora;Norte;4,41;-76,15;966;24;1150;6;Ladera;Montañoso
Yotoco;2013;Pitaya;Centro;3,86;-76,39;972;24;1250;6;Ladera;Montañoso
Yumbo;2007;Lulo;Sur;3,58;-76,49;995;25;1050;6;Valle;Plano
Yumbo;2008;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;6;Valle;Plano
Yumbo;2009;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;6;Valle;Plano
Yumbo;2013;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;6;Valle;Plano
Yumbo;2014;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;6;Valle;Plano
Yumbo;2022;Piña;Sur;3,58;-76,49;995;25;1050;6;Valle;Plano
El Cairo;2021;Limón;Norte;4,76;-76,22;1850;17;2800;6,12;Ladera;Montañoso
El Cairo;2022;Limón;Norte;4,76;-76,22;1850;17;2800;6,12;Ladera;Montañoso
Yumbo;2021;Granadilla;Sur;3,58;-76,49;995;25;1050;6,24;Valle;Plano
Ginebra;2020;Aguacate Hass;Sur;3,73;-76,27;1100;23;1300;6,36;Ladera;Montañoso
Ginebra;2022;Aguacate Hass;Sur;3,73;-76,27;1100;23;1300;6,36;Ladera;Montañoso
Roldanillo;2000;Melón;Norte;4,41;-76,15;966;24;1150;1426;Ladera;Montañoso
Argelia;2021;Mandarina;Norte;4,48;-76,11;1560;20;2200;6,85;Ladera;Montañoso
Alcalá;2014;Bananito;Norte;4,67;-75,89;1290;21;2100;7;Ladera;Montañoso
Alcalá;2015;Bananito;Norte;4,67;-75,89;1290;21;2100;7;Ladera;Montañoso
Buga;2000;Uchuva;Centro;3,9;-76,3;969;24;1050;7;Valle;Plano
Buga;2019;Brevo;Centro;3,9;-76,3;969;24;1050;7;Valle;Plano
Buga;2020;Brevo;Centro;3,9;-76,3;969;24;1050;7;Valle;Plano
Cali;2013;Aguacate;Sur;3,45;-76,53;995;24;1450;7;Valle;Plano
El Aguila;2022;Mandarina;Norte;4,91;-76,04;1800;17;2600;7;Ladera;Montañoso
El Cairo;2003;Pitaya;Norte;4,76;-76,22;1850;17;2800;7;Ladera;Montañoso
El Dovio;2001;Guayaba;Norte;4,51;-76,24;1434;20;2400;7;Ladera;Montañoso
El Dovio;2009;Pitaya;Norte;4,51;-76,24;1434;20;2400;7;Ladera;Montañoso
Ginebra;2000;Zapote;Sur;3,73;-76,27;1100;23;1300;7;Ladera;Montañoso
Ginebra;2001;Zapote;Sur;3,73;-76,27;1100;23;1300;7;Ladera;Montañoso
Ginebra;2002;Zapote;Sur;3,73;-76,27;1100;23;1300;7;Ladera;Montañoso
Ginebra;2011;Banano;Sur;3,73;-76,27;1100;23;1300;7;Ladera;Montañoso
Ginebra;2011;Cítricos;Sur;3,73;-76,27;1100;23;1300;7;Ladera;Montañoso
Palmira;2004;Guanábana;Sur;3,54;-76,3;1001;24;1150;7;Valle;Plano
Palmira;2014;Granadilla;Sur;3,54;-76,3;1001;24;1150;7;Valle;Plano
Palmira;2015;Curuba;Sur;3,54;-76,3;1001;24;1150;7;Valle;Plano
Palmira;2016;Curuba;Sur;3,54;-76,3;1001;24;1150;7;Valle;Plano
Riofrío;2022;Guayaba;Centro;4,16;-76,29;965;24;1300;7;Ladera;Montañoso
Versalles;2008;Tomate de Árbol;Norte;4,58;-76,2;1864;17;2400;7;Ladera;Montañoso
Yumbo;2000;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;7;Valle;Plano
Yumbo;2008;Lulo;Sur;3,58;-76,49;995;25;1050;7;Valle;Plano
El Cairo;2021;Mandarina;Norte;4,76;-76,22;1850;17;2800;7,1;Ladera;Montañoso
El Cairo;2022;Mandarina;Norte;4,76;-76,22;1850;17;2800;7,1;Ladera;Montañoso
Palmira;2018;Curuba;Sur;3,54;-76,3;1001;24;1150;7,2;Valle;Plano
Jamundí;2021;Zapote;Sur;3,26;-76,54;975;24;1550;7,5;Valle;Plano
Riofrío;2021;Guanábana;Centro;4,16;-76,29;965;24;1300;7,5;Ladera;Montañoso
Riofrío;2022;Guanábana;Centro;4,16;-76,29;965;24;1300;7,5;Ladera;Montañoso
El Aguila;2022;Limón;Norte;4,91;-76,04;1800;17;2600;7,7;Ladera;Montañoso
Yumbo;2019;Mora;Sur;3,58;-76,49;995;25;1050;7,8;Valle;Plano
Ansermanuevo;2009;Lulo;Norte;4,79;-76;1030;23;1600;8;Ladera;Montañoso
Argelia;2000;Mora;Norte;4,48;-76,11;1560;20;2200;8;Ladera;Montañoso
Argelia;2001;Mora;Norte;4,48;-76,11;1560;20;2200;8;Ladera;Montañoso
Argelia;2011;Mora;Norte;4,48;-76,11;1560;20;2200;8;Ladera;Montañoso
Buga;2020;Guayaba;Centro;3,9;-76,3;969;24;1050;8;Valle;Plano
Calima Darién;2004;Brevo;Centro;3,89;-76,49;1485;18;2300;8;Ladera;Montañoso
Calima Darién;2005;Granadilla;Centro;3,89;-76,49;1485;18;2300;8;Ladera;Montañoso
Calima Darién;2007;Brevo;Centro;3,89;-76,49;1485;18;2300;8;Ladera;Montañoso
Calima Darién;2020;Granadilla;Centro;3,89;-76,49;1485;18;2300;8;Ladera;Montañoso
El Cairo;2002;Papaya;Norte;4,76;-76,22;1850;17;2800;8;Ladera;Montañoso
El Cairo;2003;Papaya;Norte;4,76;-76,22;1850;17;2800;8;Ladera;Montañoso
El Cerrito;2017;Mora;Sur;3,68;-76,31;987;24;1150;8;Valle;Plano
El Cerrito;2019;Mora;Sur;3,68;-76,31;987;24;1150;8;Valle;Plano
El Cerrito;2020;Mora;Sur;3,68;-76,31;987;24;1150;8;Valle;Plano
El Cerrito;2021;Mora;Sur;3,68;-76,31;987;24;1150;8;Valle;Plano
El Cerrito;2022;Mora;Sur;3,68;-76,31;987;24;1150;8;Valle;Plano
El Dovio;2007;Pitaya;Norte;4,51;-76,24;1434;20;2400;8;Ladera;Montañoso
El Dovio;2008;Pitaya;Norte;4,51;-76,24;1434;20;2400;8;Ladera;Montañoso
El Dovio;2011;Aguacate;Norte;4,51;-76,24;1434;20;2400;8;Ladera;Montañoso
El Dovio;2013;Pitaya;Norte;4,51;-76,24;1434;20;2400;8;Ladera;Montañoso
El Dovio;2014;Pitaya;Norte;4,51;-76,24;1434;20;2400;8;Ladera;Montañoso
El Dovio;2015;Pitaya;Norte;4,51;-76,24;1434;20;2400;8;Ladera;Montañoso
Florida;2019;Curuba;Sur;3,32;-76,23;1038;23;1500;8;Ladera;Montañoso
Florida;2020;Curuba;Sur;3,32;-76,23;1038;23;1500;8;Ladera;Montañoso
Guacarí;2022;Guayaba;Centro;3,76;-76,33;980;24;1100;8;Valle;Plano
Palmira;2000;Lulo;Sur;3,54;-76,3;1001;24;1150;8;Valle;Plano
Palmira;2001;Guanábana;Sur;3,54;-76,3;1001;24;1150;8;Valle;Plano
Palmira;2002;Brevo;Sur;3,54;-76,3;1001;24;1150;8;Valle;Plano
Palmira;2002;Guanábana;Sur;3,54;-76,3;1001;24;1150;8;Valle;Plano
Restrepo;2012;Granadilla;Centro;3,82;-76,52;1400;20;1600;8;Ladera;Montañoso
Restrepo;2013;Granadilla;Centro;3,82;-76,52;1400;20;1600;8;Ladera;Montañoso
Restrepo;2014;Granadilla;Centro;3,82;-76,52;1400;20;1600;8;Ladera;Montañoso
Restrepo;2015;Granadilla;Centro;3,82;-76,52;1400;20;1600;8;Ladera;Montañoso
Restrepo;2016;Granadilla;Centro;3,82;-76,52;1400;20;1600;8;Ladera;Montañoso
Restrepo;2017;Granadilla;Centro;3,82;-76,52;1400;20;1600;8;Ladera;Montañoso
Restrepo;2019;Granadilla;Centro;3,82;-76,52;1400;20;1600;8;Ladera;Montañoso
Riofrío;2002;Pitaya;Centro;4,16;-76,29;965;24;1300;8;Ladera;Montañoso
San Pedro;2003;Guanábana;Centro;3,99;-76,23;980;24;1200;8;Valle;Plano
San Pedro;2004;Guanábana;Centro;3,99;-76,23;980;24;1200;8;Valle;Plano
San Pedro;2005;Guanábana;Centro;3,99;-76,23;980;24;1200;8;Valle;Plano
Versalles;2011;Maracuyá;Norte;4,58;-76,2;1864;17;2400;8;Ladera;Montañoso
Versalles;2012;Pitaya;Norte;4,58;-76,2;1864;17;2400;8;Ladera;Montañoso
Versalles;2014;Fresa;Norte;4,58;-76,2;1864;17;2400;8;Ladera;Montañoso
Versalles;2016;Fresa;Norte;4,58;-76,2;1864;17;2400;8;Ladera;Montañoso
Versalles;2017;Fresa;Norte;4,58;-76,2;1864;17;2400;8;Ladera;Montañoso
Vijes;2008;Mango;Sur;3,71;-76,43;987;24;1100;8;Ladera;Montañoso
Yotoco;2002;Guanábana;Centro;3,86;-76,39;972;24;1250;8;Ladera;Montañoso
Yotoco;2004;Guanábana;Centro;3,86;-76,39;972;24;1250;8;Ladera;Montañoso
Yumbo;2001;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;8;Valle;Plano
Yumbo;2002;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;8;Valle;Plano
Yumbo;2012;Mora;Sur;3,58;-76,49;995;25;1050;8;Valle;Plano
Yumbo;2013;Pitaya;Sur;3,58;-76,49;995;25;1050;8;Valle;Plano
Yumbo;2014;Pitaya;Sur;3,58;-76,49;995;25;1050;8;Valle;Plano
Yumbo;2016;Mora;Sur;3,58;-76,49;995;25;1050;8;Valle;Plano
Yumbo;2000;Maracuyá;Sur;3,58;-76,49;995;25;1050;8,19;Valle;Plano
Ansermanuevo;2016;Maracuyá;Norte;4,79;-76;1030;23;1600;9;Ladera;Montañoso
Buga;2003;Brevo;Centro;3,9;-76,3;969;24;1050;9;Valle;Plano
Buga;2004;Brevo;Centro;3,9;-76,3;969;24;1050;9;Valle;Plano
Calima Darién;2013;Pitaya;Centro;3,89;-76,49;1485;18;2300;9;Ladera;Montañoso
Calima Darién;2014;Pitaya;Centro;3,89;-76,49;1485;18;2300;9;Ladera;Montañoso
Calima Darién;2015;Pitaya;Centro;3,89;-76,49;1485;18;2300;9;Ladera;Montañoso
Candelaria;2001;Guanábana;Sur;3,41;-76,35;973;25;1000;9;Valle;Plano
El Aguila;2008;Aguacate;Norte;4,91;-76,04;1800;17;2600;9;Ladera;Montañoso
El Aguila;2009;Aguacate;Norte;4,91;-76,04;1800;17;2600;9;Ladera;Montañoso
El Aguila;2010;Aguacate;Norte;4,91;-76,04;1800;17;2600;9;Ladera;Montañoso
El Aguila;2011;Aguacate;Norte;4,91;-76,04;1800;17;2600;9;Ladera;Montañoso
El Cairo;2011;Granadilla;Norte;4,76;-76,22;1850;17;2800;9;Ladera;Montañoso
La Cumbre;2000;Manzana;Sur;3,64;-76,56;1550;19;2100;9;Ladera;Montañoso
